sex_t,sex_p,age_t,age_p,role_t,role_p,degree_t,degree_p,experience_t,experience_p,field_t,field_p
0.0,1.0,6.569767070921528,0.1604472319495895,11.341034922029433,0.04502218607010334,2.09284548824568,0.3511918076876864,5.35159636206904,0.14778920206464818,2.7938333509674744,0.8342423765120556
0.0,1.0,4.239605832962751,0.37454883482869755,10.21132021253524,0.06946427807393815,4.000084150304424,0.13532958910376244,5.603159350993264,0.13259710065900085,5.69385579903532,0.458342912574608
0.0002584697730292389,0.9871729663554312,2.9185082186137046,0.5715541709426157,8.950160046558999,0.11106869557528211,5.7304523157759375,0.05697024540460675,6.766982561569503,0.07970758831826154,14.007265923211873,0.02955510471827579
0.25007955282164795,0.6170190674410819,2.3409102721099497,0.6733309947682486,4.951052849236758,0.4218829615021764,2.5869123451670633,0.2743210419362565,3.676803998934326,0.298544748128994,7.321109428993244,0.2921691393476649
0.0,1.0,6.87938441369814,0.1424011569213457,10.848897260053446,0.05445959344866354,1.5940292904776814,0.45067237476051114,6.107297049601342,0.1065050948656606,5.008447429344233,0.5427301256109076
0.01556667908775945,0.900708410614186,5.45316747724155,0.24387686994875377,2.6579233716475095,0.7525459625063684,2.104144940780161,0.3492132644835336,4.095884872112942,0.25129470736179155,8.50916627319143,0.20312138908810082
0.0,1.0,4.235914702581369,0.3750187482324725,9.632601880877742,0.08634031360255781,4.476689976689976,0.10663484032354752,3.2257529843893473,0.3581108460573704,7.1122031122031135,0.3105953283220989
0.32565810474421286,0.5682270081405709,6.338936237373736,0.17522583689567942,4.510738451528952,0.478447957069432,0.7303801425819938,0.6940647165632008,3.672143104330294,0.299112390956847,4.502906275879792,0.6089516130802668
0.02019651812356741,0.886989601171056,2.6891018100257225,0.6111229985117032,7.216159777254229,0.20505419923196247,1.224509596228218,0.5421271027510908,1.1594829347035953,0.7627374604894309,3.668229297409785,0.7214694728210895
0.0,1.0,9.559873474352463,0.048531413014612675,7.482465051960678,0.18715916938282942,2.968623779768527,0.22665825286455116,7.329877343331604,0.06209458472638336,7.532747021259192,0.274371268333833
